reviews	PR
awesome little tablet for the price. my niece loves it and let's her watch her netflix instead of taking over my tv.	Lightning Charging Cable
i love my kindle, it's easy to navigate through the pages and apps. more people friendly than i imagined.	Apple Airpods Headphones
we actually bought these for our summer camp program and the kids love them. they small enough for their hands to carry and they work like a charm. the staff was super helpful.	Bose SoundSport Headphones
it is an ok tablet. as i am using it, i lose my page quite often and have to go back to find it again. also, i lose internet connection or am unable to connect at all. for the money, i find it acceptable but not ideal.	Lightning Charging Cable
we actually bought these for summer camp and the kids love them and they work like a charm. the staff was a lot of help.	Apple Airpods Headphones
i got this tablet just to try out because it's very inexpensive. i say it's great for basic browsingshopping. as long as you're not expecting optimal performance, this definitely gets the job done.	AA Batteries (4-pack)
the tablet is okay, i mean it does the job. however, the wifi is really spotty. we even changed the wifi password based on a youtube video to ensure that it works.but it keeps going in and out	iPhone
what a great product! i've never had a tablet before, very user friendly. amazed at everything there is on it and all the choices you have that you can apply to it also!	Lightning Charging Cable
we give these out preloaded with course material and they are great. with the amount of stuff that we preload, printing would be cost prohibitive.	AA Batteries (4-pack)
my kindle fire hd stopped working and i replaced with this. works well, the picture isn't as clear as the hd, but for the cheap price it is fine	Apple Airpods Headphones
i bought this in order to read on it while waiting for appointments. i have a larger samsung which i love but it's bulkier and doesn't fit in my pocketbook. this is the perfect size and battery lasts longer.	Lightning Charging Cable
great product, would recommend it if you need a low budget tablet.	AA Batteries (4-pack)
my gift to my grandchildren they are on it 247 would recommend this, prices have gone down since i first bought my oldest granddaughter hers	Bose SoundSport Headphones
exelent shoppin, good product, great price, much better than some that cost up to 100 dollars.	Apple Airpods Headphones
this is a nice little unit! very portable and easy to read, or watch movies except in bright sunlight, it is easy to change the tablet light to not bother others in low light conditions	Lightning Charging Cable
for the price the tablet works well. the biggest issue i've had is the battery life length. the battery seems to not last as long as my previous ipad mini.	Lightning Charging Cable
purchased this for my mother as a gift. she uses mainly apple products so there was an adjustment to switch over to amazon apps. if you aren't familiar with amazon then this may be an adjustment from google or apple. good for beginners and the price. i liked that there was use for additional storage for a minisd so hopefully i can store movies on there for her.	Macbook Pro Laptop
got this for my mother in law as a christmas gift she loves it	ThinkPad Laptop
this was a gift for my mother and she loves it. great price!	Macbook Pro Laptop
i absolutely love this tablet! i love the price compared to other tablets on the market. plus the display looks great! at first i was a bit skeptical about how it ran, or if it was any good, but i actually read a personal review about the amazon fire and it seemed like the person had a great time using it. the article was very helpful to me if you want to check it out yourself you can read it here	Vareebadd Phone
great for the avid reader. plenty of storage space and fun for basic internet activities.	Apple Airpods Headphones
my 9 year old and 4 year old sons love this tablet for games and watching netflix and hulu. great size for them. i like the parental controls and easy to monitor their activity and how much time a day they can use it. was a great price and able to get one each.	Macbook Pro Laptop
my 7 year old daughter loves this tablet for games and watching netflix and hulu. great size for her. i like the parental controls and easy to monitor her activity and how much time a day she can use it.	Apple Airpods Headphones
for 50 you are getting a quality device that is perfect for web browsing and media streaming.	Wired Headphones
price is right easy to read books onlots of apps available	Apple Airpods Headphones
this is a great tablet. this was the best one i got	AA Batteries (4-pack)
i got 4 of these tablets, one for each of the kids, and they love them! i love that i can set time limits on it and that i could set it up that they have to read for 30 min before they can play on them. i also like that there are a ton of apps and books that are free.	LG Washing Machine
i have tried to get it work still can't get it to work!	Bose SoundSport Headphones
nice little tablet. works well for watching movies and listening to music. internet use and playing some games can create slow response times.	Google Phone
i picked up this tablet, stacking some discounts and codes while on sale for 33 delivered.	USB-C Charging Cable
the parent said she loved the tablet but her son loves it more. he sleeps with it to keep his siblings from touching it. best gift ever!	27in FHD Monitor
these are all true and they really are up on your reading or browse the web with this tablet, which offers access to amazon underground, so you can download apps and games and discover exciting new entertainment. front and rear cameras let you capture memorable moments, love love love.	iPhone
great clarity for a tablet of this price point. amazon provides a great operating system making it easy to maneuver and web surf. the only thing lacking is the camera not making it good for skyping or taking pictures in poor light. however given the dollar per value you can't beat it. attractive looks good fit and finish makes it stand out in a sea of choices!	Apple Airpods Headphones
ok for a kid tablet the size is good you can okly use there apps	AA Batteries (4-pack)
i can't use until i can get the webroot installed.i tried a geek but they wanted 40 to do it.i only paid that much for the tablet. print is so small i can barely read it.there is probably an adjustment to font size but i don't want to get online without the webroot protection.	AA Batteries (4-pack)
great product and fits all my needs. would definitely recommend this to anyone looking for a tablet for elderly people. they seem to have no problem using it.	Lightning Charging Cable
this is ok for kids but the camera is not bright enough.	20in Monitor
this tablet is well constructed and light weight and is more than i expected. the ereader part of it is the best for reading on a screen because of its blue screen feature.	ThinkPad Laptop
i use his as a second screen to watch videos i've edited in my computer. it's fast enough to play a pretty big video file with no hiccups. however, multitasking is very limited.	20in Monitor
i use my tablet for business and am very satisfied with it. it has excellent resolution and i have not experienced slowness. good product.	USB-C Charging Cable
bought this to lay on the coffee table for quick email checks and google searches. if you are looking for something to watch movies on or simple tasks, then it will do ok. not a daily driver for sure.	Apple Airpods Headphones
i really love my kindle fire. it's my second one. it's convenient and has so many functions.	Flatscreen TV
a great little tablet for the price. works well. a gift for my wife to read ebooks on but surfs the internet nicely too.	27in FHD Monitor
it's a great product price is right and a good size not bulky,just wish could get google on it	27in FHD Monitor
good tablet for reading books and magazines. i like the tablet.	Wired Headphones
i bought this to control devices in my home i.e. phillips hue lights and harmony logitech remote. it is a great tablet for the price and easy to use.	27in FHD Monitor
gave as a gift and the individual was excited. i would recommend this for anyone interested in having wifi.	Google Phone
i bought this for my mom and she loves it. i would reccommend .	AAA Batteries (4-pack)
i love that it has a clear picture and great volume.	USB-C Charging Cable
i bought this for my mom. it works perfectly for facebook, games and email.	AA Batteries (4-pack)
this tablet worked great for keeping in touch in with my wife's mother up north. very easy to operate.	AA Batteries (4-pack)
great online experience. thanks for making it easy for older people so they can understand what to do. awesome buy and it was awesome to shop at home. thanks, best buy. queenie	Flatscreen TV
the tablet is great has a lot of great features like access to kindle books and apps.	Flatscreen TV
i haven't paid much attention to the fire since the very first one out years back. but recently i purchased an amazon echo which i am thoroughly enjoying. and i discovered that my echo was capable of 'voice casting.' this basically means that whatever alexa is saying can show up as text or pictures on a screen recipe or weather map, for example and you can then print it out! so i wanted to explore voice casting and the easiest way to do that is with an amazon fire. what a deal! 50 for the most recent version that boasts all manner of things. i even get free movies! so i purchased a case for the fire that would work as an easel stand, set it up as a photo frame displaying a rotating series of my digital photos, and whenever i want to i can voice cast from my amazon echo! playing a music album? i can see the album cover and list of songs on my fire. checking what's playing at which movie theater when? i can voice cast that info so everyone can see it and vote. and we haven't even talked about using the fire as an easy goto for email or games!	USB-C Charging Cable
great great great great great great great great tablet.	Flatscreen TV
this little device is great. it has a quick set up and easy instructions	AAA Batteries (4-pack)
can't beat the price on these tablets. they are a wonderful tablet for the money.	Flatscreen TV
great item and at a great price. love using it daily.	iPhone
this is my second kindle fire i have purchased for myself and a family member. great tablet, easy to use, light weight and a great price.	Lightning Charging Cable
this is my second fire tablet so i knew that this product would do all i needed plus the newer version had some extras like a camera. works great for me.	Lightning Charging Cable
thos works great for surfing the web and playing games, lite and compact	20in Monitor
this is the best 7"" tablet out there for under 50 perhaps the best tablet for under 100. it is fast and reliable	AAA Batteries (4-pack)
i love it would recommend it . works great and takes really good pic	AAA Batteries (4-pack)
i love this tablet. it's just the perfect gadget for my everyday life.	Google Phone
good for price, could have bought android tablet but it was no name for the same price. so went with it and my 5 year old really likes it. just be careful of putting your credit card in. my son charged a bunch of games before i caught it. i thought he was just downloading free apps.	USB-C Charging Cable
it's a gift for my motherinlaw and she's very happy with it!	Macbook Pro Laptop
the amazon fire is an okay product with a decent os and a great price. reccommend it for kids or the elderly.	Bose SoundSport Headphones
i'm learning how to use it as i am new to using a tablet.so far i'm able to do what i want to do on it. i know there is more to learn.	Wired Headphones
very easy to use. great for putting music on to use with wireless speaker	Apple Airpods Headphones
bought it for my mother. relatively user friendly for someone not too familiar with smart phones and such. she seems to like it although she complains about the speed and size of the screen at times. she also likes the size though since it can easily fit in a medium to large purse. the touch screen is responsive and it has the essentials that she needs. it feels and looks nice. the app store is ok for simple use. it's a great price for a simple, beginner, or kids tablet. i would probably purchase something more powerful for my own use.	USB-C Charging Cable
i love my new kindle! purchased on sale for 39.99 which was a great value. light, compact super easy to use. a big plus for me was that with this version you can add more memory.	Flatscreen TV
my kids had neither one had a reader or a tablet before. this has been a good choice for them.	Wired Headphones
still learning but i would like to purchase another one in the near future!	Bose SoundSport Headphones
i got this for my little niece and she loves it. it's a great value	Lightning Charging Cable
bought the fire for a reader as a gift. my daughter in laws loves it.	Wired Headphones
good bang for your buck, as far as a tablet goes, works well camping	Wired Headphones
kindle i like. this is the fourth one i have bought	27in 4K Gaming Monitor
bought this for my son for occasional use. was able to download google playstore which greatly expands apps availability. no issues with playing games and watching movies. screen quality is more than acceptable. a solid performer.	AAA Batteries (4-pack)
i bought it for my motherin law. i am her favorite now she loves it	ThinkPad Laptop
would have been nice to have instructions included	AA Batteries (4-pack)
i am happy with this product thus far. i like the size and the screen quality is just okay. i am use to the ipad quality of screen.	USB-C Charging Cable
it work very well my nephew love it this is the second one is brought	Wired Headphones
fits nicely in my hand. my third kindle. granddaughter likes it too.	AA Batteries (4-pack)
perfect little tablet ., inexpensive and perfect size for what i need.	USB-C Charging Cable
bought it for my mother in a nursing home, and didn't want to take a chance of an expensive tablet getting stolen. the childproof settings are perfect for the situation to prevent random purchases. the buttons for sending email are too small for someone whose eyesight and manual dexterity aren't perfect. it's a bit slow on response time, but for the cheap price, a minor inconvenience in this situation.	Lightning Charging Cable
good tablet and reader. it does not have a great battery life, but it is charged quickly.	AAA Batteries (4-pack)
i loved the kindle. but it took one small fall about 3 feet and half of the lcd screen broke. it's ruined i knew to be careful but on the first fall on wood floor?	27in 4K Gaming Monitor
i brought the particular item for my mother in law who is in her late 70s.this tablet is perfect her to play games, in large view and communicate with the grand kids.	Wired Headphones
i purchased this for my wife her old kindle fire bite the dust. this unit has better contrast and is easier to use. she loves it.	AAA Batteries (4-pack)
i have owned a few tablets and currently own an ipad and iphone. i'm invested in the amazon ecosystem via kindle ereaders and fire tv's. this tablet is incredibly affordable and offers acceptable performance but it's heavily restricted if you do not figure out how to install the google play store as the amazon app store is missing a huge number of ""every day apps"". it's a great extension for fire tv's and it's certainly a good choice as a primary tablet for kids or parents who don't have an apple budget. personally i still find myself reaching for the ipad.	AA Batteries (4-pack)
bought it for my daughter she reads a lot she had the reader version for years but went blank	AA Batteries (4-pack)
purchased as a gift for techchallenged loved one setup and quick start very simple and straightforward. ease of loading lots of free library books alone made it well worth the purchase. however, if you have reservations regarding outdoor glare, i'd recommend trying it out firsthand before buying.	Wired Headphones
i bought this for my dad. he had my sister's original kindle fire and it died. so for father's day, i bought him a new one. he loves it. he loves that it is a tablet and a kindle in one great bundle!	34in Ultrawide Monitor
works great, camera is not the best indoors, works well outdoors	AAA Batteries (4-pack)
works fine with twc rr extreme. better than a smart tv.	USB-C Charging Cable
i bought this for my 71 year old mother and it's great for someone who doesn't do electronics well. i would highly recommend it for books but there is not a lot of storage so be prepared to buy an sd card.	Lightning Charging Cable
great for the internet. .saves my phone battery	USB-C Charging Cable
i love it. i enjoy playing games and reading on it.	Flatscreen TV
kindle fire is a decent tablet. the only turn off is the way amazon has massacred the android os and makes it incompatible with chromecast most of the time. it's a great tablet for reading and saving media on the go. other than the os, kindle fire is a decent buy.	Lightning Charging Cable
love everything about the tablet! i would recommend this to a friend	iPhone
great tablet for beginner, especially with wifi function and ebook purposes	AAA Batteries (4-pack)
my mom wanted a tablet to read on. i bought her the fire and she loves it. it is easy to use and inexpensive	Apple Airpods Headphones
this is a basic tab. i bought this for my sister. you can't really do anything much on this unless you have an amazon account and you have to buy a prime membership which is expensive. but i was still able to use it for games and internet browsing. i had difficulty using it for anything more. camera was not the best.	Lightning Charging Cable
exactly what i orederd a great product i have ordered 3 of these from best buy.	Lightning Charging Cable
purchased blue unit parenthesis below is error correction for that review since bb does not allow edit. good bare bones tablet for anyone if that is all you seek. do not expect the performance of a 400 tablet for 50. i have wifi bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. this is an amazon based os, not a traditional android system. so it is all geared toward amazon advertisingpurchasing and will not let you do much unless you register your device with an amazon account, which is linked to and displays any saved credit cardpayment data associated with your account. not very private or secure in my opinion. all apps must be obtained from their amazon app store, no google play store which is considerably simpler. there are ways around this of course if you know how. one more thing that is important and it is this. after more than a week, i finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. after searching reading online, it seems there are very many reports of these tablets purchased from any source having this issue. even read someone who purchased a 5 pack and had several units with dead pixels. test your new tablet right away after buying on a dark screen. you may be fine but it pays to look. i did not overly use my tablet at first and did not notice right away and though i still have the receipt, i already discarded the packaging. i am at the 14 day point today and could have still returned it otherwise, but honestly for all i use it for i am not overly concerned. still whether 50 or 400 dollars, a brand new item should be free of defects. again, so far i find it to be a reliable device if a simple bare bones tablet is all you need.	USB-C Charging Cable
good tablet for the price. only drawback is the limited apps for the fire compared to android tablets	AA Batteries (4-pack)
this kindle was a great price. it is easy to work and great for kids.	AA Batteries (4-pack)
made a nice mother's day gift.	Macbook Pro Laptop
easy to use,access books,love the apps,clear pict.	AAA Batteries (4-pack)
i you're a part of the amazon world i.e. prime. this is incredible for the price it just works and you can add memory to the 8gb for bringing along videos if you not on the web.	AAA Batteries (4-pack)
for someone on the go this is ideal for eliminating the hastle of always keeping your phone on a charger. lasts several days if you have charged it! family member goes to school in canada and always traveling. ideal for this individual, works phenomenal. will only take the charger supplied but if an additional is required you may substitute with others out there ps4 if in a pinch it works.	USB-C Charging Cable
i have no idea why someone would need to pay hundreds for a tablet when they can just get a fire.	Lightning Charging Cable
great tablet. this is the third amazon fire i have purchased. purchased this for my 4 year old. got tired of sharing my tablet with her. she has tons of games and watches movies on her tablet. she also takes a lot of pictures. we decided not to get the childrens version as many reviewers stated the parental controls were annoying.	AA Batteries (4-pack)
i bought this for my 7 yo and i highly recommend it. you can set a timer for learning activities they have to meet before they can play games. easy to use and the size is perfect.	AA Batteries (4-pack)
this tablet is limited in functionality but it gets the job done, especially for the price	Apple Airpods Headphones
highly recommended to all. battery is good. a lot of things to do just like any expensive tablet on a cheaper price.	Apple Airpods Headphones
good bare bones tablet for anyone if that is all you seek. do not expect the performance of a 400 tablet for 50. i have wifi bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. this is an amazon based os, not a traditional android system. so it is all geared toward amazon advertising and will not let you do much unless you register your device with an amazon account. it even asks for your credit card, but can be removed afterward. all apps must be obtained from their amazon app store, no google play store which is considerably simpler. there are ways around this of course if you know how. one more thing that is important and it is this. after more than a week, i finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. after searching reading online, it seems there are very many reports of these tablets purchased from any source having this issue. even read someone who purchased a 5 pack and had several units with dead pixels. test your new tablet right away after buying on a dark screen. you may be fine but it pays to look. i did not overly use my tablet at first and did not notice right away and though i still have the receipt, i already discarded the packaging. i am at the 14 day point today and could have still returned it otherwise, but honestly for all i use it for i am not overly concerned. still whether 50 or 400 dollars, a brand new item should be free of defects. again, so far i find it to be a reliable device if a simple bare bones tablet is all you need.	34in Ultrawide Monitor
good tablet for the price. doesn't have great wifi capabilities but great tablet for on the go and for kids. the 128 mb expansion slot was the selling point. very happy with it.	27in FHD Monitor
we gave this as a gift to an older person to basically use as an ereader. so far it has worked great.	Apple Airpods Headphones
got this for my mom for downloading books and games, she loves it, very easy to set up and use, great product!	27in 4K Gaming Monitor
nice to listen to music and tv anywere in my home.	Bose SoundSport Headphones
great product for price. holds its own against many in higher price range. love it.	Lightning Charging Cable
practical and economical ok to use, fast and good for everyday use	Lightning Charging Cable
will recommend this product.easy to use, fast and efficient	Wired Headphones
great bang for your buck. can also be used for all ages.	ThinkPad Laptop
this particular kindle fire is simply great for the price. i use it basically for reading ebooks and web news, emails, and streaming movies, as well as playing a few electronic games. it is so compact and lightweight that i can take it with me pretty much everywhere. i don't really use the camera feature since i have a much better, professional grade camera.	27in FHD Monitor
this is a great deal, especially when on sale for 40. great for letting my kids watch netflix on with wifi.	Lightning Charging Cable
the kindle fire was a perfect gift for my wife. she has not been a big fan of newer electronics in general and needed something compact, affordable and very easy to use.	AAA Batteries (4-pack)
its a good tablet for being only 40 bucks usually people have to buy an expensive tablet for it be good.	Bose SoundSport Headphones
throw it in the backseat for long car rides and you're golden	AAA Batteries (4-pack)
i purchased this for my wife for mother's day as the screen on her phone was too small! she thoroughly enjoys it and uses it daily! just what she wanted and needed!	AAA Batteries (4-pack)
okay, i think it's okay for a beginner. i would recommend this product too a friend.	Bose SoundSport Headphones
really good small tablet. small and very convenient. great visual quality.	Apple Airpods Headphones
very easy to use,and also easy to handle, portable,with a news app. very informative! i would raccomend this tablet to anyone that craves portability. great also for prime members.	Wired Headphones
this item makes a great gift. it's small and very affordable compared to other 7 inch tablets. navigating the tablet and closing apps are a bit of a learning curve.	Wired Headphones
very good. my grandson uses it on a daily basis. it is fantastic	AA Batteries (4-pack)
the kindle fire is great. i bought one for my husband when the old kindle quite working, then i bought one for my daughter to replace the ipod she lost. she loves it. i love that you can add extra storage with a mini sd card something you cannot do on apple devices.	Lightning Charging Cable
i wanted a replacement comparable to my original, and this filled the bill.	AAA Batteries (4-pack)
snagged it on sale for 39.95. then got another discount from accumulated bb points. it's not hd, but i don't find that necessary on a small screen. i like the form factor, fits into coat or jacket pocket. amazon app store lacks the number of apps of google store but there are easy ways to install google apps store. while you can use it for productivity tasks with a compatible keyboard i bought it for my wife to watch youtube and netflix shows on a bigger screen than her iphone. its wireless signal pickup distance is a bit weak, but the ability to add storage via micro sd is nice. even at 50 it is a good buy for what it is.	Bose SoundSport Headphones
bought for my kids. they each have one and love them.	USB-C Charging Cable
great affordable device but does not have allow for android market app downloads and is basically good for simple browsing and games.	Lightning Charging Cable
battery life great, cameras touring aps music aps radio ap make this a great addition to my honda valkyrie for road trips.	Wired Headphones
i love it for reading but, it has issues when searching the internet at times.	Wired Headphones
good for the kids or the adult who just needs something for travel.	AAA Batteries (4-pack)
i like what i've done so far. i am pleased with it.easy to use and read.	Macbook Pro Laptop
bought it for my 14 year old daughter who is autistic. she had no problems figuring out how to work the tablet. she's on it everyday!	AA Batteries (4-pack)
i bought this for my mom because it is easy to use and she is able to play her games and and keep in contact with her friends and family with social media	USB-C Charging Cable
it's small but gets the job done, i love it cause it fits right in my purse. it holds a charge for days when not in use	27in 4K Gaming Monitor
she loves the size and how easy it is to learn. i only wish they had more options for cases.	Apple Airpods Headphones
very good tablet, i bough one for every one of my kids, also i gave one to my friend on his birthday, is pretty fast and also you can install a mircosd card in order to increase the capacity to download more games applications.	USB-C Charging Cable
i bought this tablet for my 1.5 years old little sister. i downloaded youtube apps and kids apps on this tablet. she really likes it. overall very good tablet for beginners in reasonable price.	Wired Headphones
too slow for me. you tube don't work sometimes. able to download some books from amazon prime.	AA Batteries (4-pack)
it started cutting off and on by itself! its like it had a mind of its own!	AAA Batteries (4-pack)
i think this is a great tablet. i bought 3 of them. you can't beat this for the price.	Lightning Charging Cable
small and lightweight. easy to use! i can read, search the web or check in on social media on this device.	iPhone
works well enough but is outstanding for the price, just be wary of the operating system you could poetically download an android emulator that would make this a 45 instantly	Wired Headphones
this thing is not half bad for the price. bought it as a gift for my wife and she loves it.	Google Phone
bought it for my mom,it's going to be easy for her to use.	AAA Batteries (4-pack)
this tablet is awesome and so powerful and easy to use	AAA Batteries (4-pack)
decent and simple tablet that gets the job done.excellent!	AAA Batteries (4-pack)
the number one aspect of this tablet is the fact that amazon will stand behind it for a short while. i am on my 3rd, all of which have been plagued with screen issues. dead pixels. everywhere. if you don't have them straight out of the box, great.but, they can develop and in the great majority of these, they will develop. it is a known issue, and amazon will at least for now replace the tablet at no charge to you. as of now, they have a 'zero dead pixel tolerance policy.' that will likely change if it hasn't already. as far as operational ability of the tablet, it runs smoothly, and allows for up to a 32gb micro sd card which i highly recommend, as they are absolutely boiling over with bloatware if you buy an 8 gig, you'll have about 3.5 available to you. it is a decent tablet for browsing the internet, using as an ereader however, the screen isn't as bright as other ereaders, or mp3 player. as they say, you get what you pay for. this is a decent basic option.	AA Batteries (4-pack)
i had a firstgeneration one and still in good shape. i purchased this new one mainly because of its updated os 5. it seems also lighter. the performance is quite satisfactory. the sd feature is an important upgraded feature to the previous model. the only drawback is its oversimplified wrapping, even simpler than most lowend smart phones.	Macbook Pro Laptop
it does a lot of things as well as a more expensive tablet so it's strong for the money spent	AAA Batteries (4-pack)
great tablet for a gift. does everything it needs to do.	AA Batteries (4-pack)
i bought this for my mother during mother's day and i got a 10 off.overall i paid around 42 for the tablet. best tablet money can buy. it includes youtube,pandora and all the other good apps you get on a normal cell phone. i bought other cheap tablets on the past for a much higher price and less the quality.	ThinkPad Laptop
this is the best entry level tablet for kids. cheap and with the amazon free option you can give your kids what they like on your own terms. also consider getting a protective case with it	Bose SoundSport Headphones
i am amazed at this little tablet! i had, and still have, a kindle paper white for 3 years before i dared to try to use it, and after using it i was intrigued by the possibilities. i joined a public library and began reading books for free. when i had trouble downloading some books because they were epub instead of kindle, i decided to look into the fire. this fire cost me 39! amazing. i don't use a smart phone and normally only find myself online at home or someplace where i drag my laptop like a hotel or at starbucks. this little number allows me a lot of flexibility. besides downloading books, i can go online, i can download music from my amazon prime account for free music that i don't want to pay for to get onto my ipod classic. i can hook up the fire to my bose speakers and the sound is great! i already watched a pbs tv show on the fire while waiting to get an oilchange done on my car at the dealership. i added 64 gigs of memory for about 20, thinking that i might build quite a music library on this little machine. since the memory is removable, if the tablet gets deepsixed, no problem transferring the music elsewhere, i think! i have almost figured out how to get the music from the fire onto my mac.but maybe it can't be done . i don't know. amazon doesn't let you download from the prime music library to a computer.they only allow the download to tablets and phones. but there must be a way around this.i think it's been fun trying to figure it all out. on the downside, i hate the fact that the screen is not an antiglare screen to begin with, but i bought something which i think will solve that problem. don't like the fingerprints . i'm trying to get used to the notion of a touchscreen. i'm old.i don't like change.so adapting is not that easy. but i'm working on it and i would say for the money, even adding the cost of the accessories i purchased, that this was a worthwhile meander into the realm of mobile connectivity. i'm having a lot of fun with it! the tablet does subject one to advertising when you open it.but i ignore it. i ignore all advertising everywhere so it's not hard for me to do.it's a wellingrained habit. if i were forced to look at and read the advertising however, then i would consider a more expensive tablet that is free of advertising. but for the money you have to make allowances for commerce, i guess. i'm an apple person so i felt this would be very hard to figure out, but it's pretty intuitive after about 4 hours of making endless mistakes! lol. i said i was old.don't expect to know what you are doing right away if you are essentially a technological idiot. thing is you can figure it out. i don't read instructions so maybe if someone were more willing to have things explained to them it would be a shorter learning curve. but i only learn by trial and error. have fun! buy the thing.it's so cheap that if you hate it it's no big loss! the screen adjustments for reading are good.font size, background color, etc. i needed to have something that was easy on the eyes.this works for me!	34in Ultrawide Monitor
i purchased this tablet for my grandkids and it was so easy to setup and also operate. they liked it so much that i will probably purchase two more so each grandkid will have their own.	34in Ultrawide Monitor
i've been using a kindle forever, and when it became apparent i needed an android device i have a windows phone, which i love but has serious app limitations i thought i with a fire i could get a tablet and upgrade my kindle at the same time. but even with geek squad help i could never figure out how to upload the apps i needed onto the fire. so back it went, replaced with a lenovo tablet that does the trick.	Google Phone
inexpensive and fully functional. works as good as top brands.	USB-C Charging Cable
bought this for my mother as a gift. i was concerned she would not use it, but she has loved it.	27in 4K Gaming Monitor
this tablet is amazing in low budget which has all good stuffs like dual camera, memory and free amazon underground application	Bose SoundSport Headphones
perfect for light surfing and reading. don't expect much for this price range.	Apple Airpods Headphones
love my new kindle fire. the price was very reasonable.	AAA Batteries (4-pack)
inexpensive great tabletereader. highly recommend	Wired Headphones
it was time to upgrade and i'm happy with my choice.	Wired Headphones
accomplishes the tasks of a bigger tablet at a much lower price.	34in Ultrawide Monitor
tablet is very good. initial setup was easy.it connects fast to wireless network. there is also not much blotware installed. verry good tablet for basic needs.	Google Phone
so many different ways to use the fire. i have just begun to learn some of the functions.	Wired Headphones
very good product. portable and easy use. user friendly.	AAA Batteries (4-pack)
easy to use. i bought this tablet for my motherinlaw and she could use, without problems.	Google Phone
i like the camera is good and it's very fast wifi work awesome	Lightning Charging Cable
its a value for money product ,serves the purpose and very well suite daily needs.	Bose SoundSport Headphones
i purchased this for my daughter in the car. i didn't think i would like kids mode, but i hands found it to be useful. amazon tweaked android and not for the better but it is still manageable. all things considered this is a cheap tablet but for a kid who cares.	Lightning Charging Cable
i purchased 2 kindle fires one as a gift one for me liked them so much that i wanted to get one for my daughter 5 yr old granddaughter my daughter said she has not yet gotten a chance to use it but my granddaughter loves it! you can do just about everything on the kindle that you can do on a laptop or desktop! very happy with them. might have to get another one for my daughter!	AA Batteries (4-pack)
excellent quality and super easy to use. i love that you can expand the memory. can't beat it for the price!	Wired Headphones
this is my 3rd amazon tablet. excellent reader. i read about 100 books a year so the tablet coupled with the amazon service makes for an outstanding combo	USB-C Charging Cable
got this as a gift for my mom for mothers day. its simple and easy enough to use and provides great performance for its price range.	AAA Batteries (4-pack)
has every feature a android phone would have. i mainly got it for ebooks and it works great for that. however if your coming from a ios device i don't suggest switching to this.	AA Batteries (4-pack)
this was a good product for the money. easy to set up and do things on.	AA Batteries (4-pack)
i bought this like 2 months and it's perfect, fast and durable my kids play youtube all the timethey love their tablet.	Wired Headphones
my nephews are always playing with my smartphone so i bought this for them and they are happy to have their own device to play with.	Google Phone
i decided to purchase this tablet because my 2 year old son refused to play with his leap frog tablet. he's happy with it and takes it everywhere with him including daycare. great price!	AAA Batteries (4-pack)
my kid loves this thing. everything is easy to download and easily accessible for my 5 year old. also pretty fun for myself if l can ever get ahold of it from her. lol.	Lightning Charging Cable
this tablet is good. it has good specs but sometimes it is hard to get the usb charging cable out of the port and it should run on full android.	Wired Headphones
great for reading, internet and game playing. small enough to easily carry it in my purse. definitely recommend!	Apple Airpods Headphones
it was an amazing deal for my little cousin. this is a great tablet!	Wired Headphones
i got a great price for an 8g amazon fire tablet. it works great. it works for what i need it for.	Lightning Charging Cable
no connection to wifi, nook color, hd work on it.	Lightning Charging Cable
i bought this tablet for my 15 year old daughter. she loves it. she streams movies and is able to use her social media apps without a problem. for under 50.00 it was a steal.	20in Monitor
my grandchild grabbed it and giggled. i love anything that makes a loved one happy.	AAA Batteries (4-pack)
this table was perfect for what i need it for. it has great speed and whole all my downloads.	Google Phone
cheap tablet but solid built. weak audio and poor camera.	Lightning Charging Cable
great tablet for the cost. i am going to buy more.	iPhone
the fire tablet works great, does everything my ipad does but cost way less. awesome tablet to own especially if you like to read books on them	Google Phone
this tablet is much faster than my 2012 nexus 7, a perfect replacement at a great price.	AA Batteries (4-pack)
not too big not too small. he can take he tablet for long rides so he's not bored and also learn with it.	Vareebadd Phone
love the size and quality. good price and convinient size.	27in FHD Monitor
i bought this tablet and returned it the same day. the only reason why i bought it in the first place was so i could play certain games with it but it turned out that the games were not supported on this device.	iPhone
i love my new kindle! i can read books, read email, shop online and play games!	Lightning Charging Cable
works good, quality for videos aren't that great but it's good for surfacing the web, games, books ect.	USB-C Charging Cable
this samsung watch is just what the doctor ordered. i can see who's calling,texting,emailing all while watching my health at the same time ! great product	Flatscreen TV
great value for the money. good for checking email and browsing from time to time.	iPhone
it's a good device for kids and first time smart device users. easy interface without breaking the bank.	Lightning Charging Cable
i got this on sale. it's hard to imagine getting any more value for such a low price.	Macbook Pro Laptop
read books, shop, browse the internet. just what i need it for. great tablet. i bought one for me and one as a gift. we both love it!	Wired Headphones
nice tablet for the price. has all the features i need and adding a micro sd card gives it plenty of storage.	Apple Airpods Headphones
best price cant complaint, super fast really responsive and if you have an amazon prime account the best.	USB-C Charging Cable
my 10 year old love's the tablet she can play her games talk to her friends on facebook and she doesn't have to use my computer.	Wired Headphones
