Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Order Time
194014,Lightning Charging Cable,1,14.95,2019-04-08,"864 Elm St, Portland, ME 04101",04:10:00 PM
194015,USB-C Charging Cable,1,11.95,2019-04-25,"418 Adams St, Dallas, TX 75001",03:46:00 PM
194016,Wired Headphones,1,11.99,2019-04-27,"506 Walnut St, Portland, OR 97035",01:39:00 PM
194017,Flatscreen TV,1,300,2019-04-21,"446 Dogwood St, San Francisco, CA 94016",10:40:00 AM
194018,27in FHD Monitor,1,149.99,2019-04-06,"221 Sunset St, San Francisco, CA 94016",07:31:00 PM
194019,Macbook Pro Laptop,1,1700,2019-04-20,"418 Maple St, Seattle, WA 98101",11:44:00 AM
194020,Wired Headphones,1,11.99,2019-04-02,"254 2nd St, Los Angeles, CA 90001",02:30:00 PM
194021,Google Phone,1,600,2019-04-29,"203 Washington St, Boston, MA 02215",02:50:00 PM
194021,Wired Headphones,1,11.99,2019-04-29,"203 Washington St, Boston, MA 02215",02:50:00 PM
194022,20in Monitor,1,109.99,2019-04-13,"938 Center St, San Francisco, CA 94016",12:38:00 PM
194023,Lightning Charging Cable,1,14.95,2019-04-27,"565 Dogwood St, New York City, NY 10001",06:41:00 PM
194024,AA Batteries (4-pack),2,3.84,2019-04-17,"785 7th St, San Francisco, CA 94016",12:57:00 AM
194025,Apple Airpods Headphones,1,150,2019-04-20,"872 Jefferson St, Seattle, WA 98101",12:06:00 PM
194026,USB-C Charging Cable,1,11.95,2019-04-06,"692 Ridge St, Boston, MA 02215",03:55:00 PM
194027,AAA Batteries (4-pack),1,2.99,2019-04-21,"16 Cherry St, Seattle, WA 98101",10:09:00 AM
194028,ThinkPad Laptop,1,999.99,2019-04-15,"24 Main St, New York City, NY 10001",12:47:00 AM
194029,Wired Headphones,1,11.99,2019-04-09,"212 Madison St, New York City, NY 10001",08:22:00 PM
194030,Lightning Charging Cable,1,14.95,2019-04-15,"957 Jefferson St, Boston, MA 02215",08:55:00 AM
194031,Bose SoundSport Headphones,1,99.99,2019-04-17,"82 Jefferson St, Austin, TX 73301",10:19:00 PM
194032,AAA Batteries (4-pack),1,2.99,2019-04-21,"605 Chestnut St, San Francisco, CA 94016",01:30:00 PM
194033,AAA Batteries (4-pack),1,2.99,2019-04-15,"161 12th St, New York City, NY 10001",06:44:00 AM
194034,USB-C Charging Cable,2,11.95,2019-04-30,"573 7th St, Portland, OR 97035",06:33:00 PM
194035,27in 4K Gaming Monitor,1,389.99,2019-04-27,"633 Dogwood St, Dallas, TX 75001",05:19:00 PM
194036,Lightning Charging Cable,1,14.95,2019-04-21,"306 Adams St, San Francisco, CA 94016",10:11:00 AM
194037,27in FHD Monitor,1,149.99,2019-04-17,"123 Highland St, Atlanta, GA 30301",10:15:00 PM
194038,USB-C Charging Cable,1,11.95,2019-04-23,"163 Lincoln St, San Francisco, CA 94016",09:09:00 AM
194039,USB-C Charging Cable,2,11.95,2019-04-28,"372 Main St, New York City, NY 10001",08:01:00 AM
194040,USB-C Charging Cable,1,11.95,2019-04-10,"326 Adams St, San Francisco, CA 94016",09:27:00 PM
194041,Apple Airpods Headphones,1,150,2019-04-12,"365 Cedar St, Atlanta, GA 30301",06:34:00 PM
194042,Google Phone,1,600,2019-04-22,"992 4th St, Portland, ME 04101",09:42:00 PM
194043,Wired Headphones,1,11.99,2019-04-18,"357 Willow St, Atlanta, GA 30301",01:19:00 PM
194044,AA Batteries (4-pack),1,3.84,2019-04-06,"680 10th St, Atlanta, GA 30301",09:13:00 AM
194045,27in 4K Gaming Monitor,1,389.99,2019-04-05,"331 1st St, Atlanta, GA 30301",03:22:00 PM
194046,AAA Batteries (4-pack),1,2.99,2019-04-12,"317 Pine St, Atlanta, GA 30301",05:01:00 PM
194047,AA Batteries (4-pack),1,3.84,2019-04-30,"496 Adams St, Seattle, WA 98101",08:10:00 AM
194048,USB-C Charging Cable,1,11.95,2019-04-17,"480 South St, San Francisco, CA 94016",11:24:00 AM
194049,Wired Headphones,1,11.99,2019-04-24,"751 10th St, Atlanta, GA 30301",12:07:00 PM
194050,AA Batteries (4-pack),1,3.84,2019-04-27,"997 9th St, San Francisco, CA 94016",12:27:00 AM
194050,USB-C Charging Cable,1,11.95,2019-04-27,"997 9th St, San Francisco, CA 94016",12:27:00 AM
194051,34in Ultrawide Monitor,1,379.99,2019-04-15,"812 13th St, Los Angeles, CA 90001",10:05:00 PM
194052,Apple Airpods Headphones,1,150,2019-04-18,"252 13th St, Los Angeles, CA 90001",11:40:00 AM
194053,AA Batteries (4-pack),1,3.84,2019-04-04,"494 Adams St, Boston, MA 02215",06:58:00 PM
194054,iPhone,1,700,2019-04-21,"533 14th St, Los Angeles, CA 90001",08:18:00 PM
194055,34in Ultrawide Monitor,1,379.99,2019-04-20,"620 Meadow St, New York City, NY 10001",08:57:00 AM
194056,iPhone,1,700,2019-04-10,"280 7th St, San Francisco, CA 94016",10:05:00 AM
194056,Lightning Charging Cable,1,14.95,2019-04-10,"280 7th St, San Francisco, CA 94016",10:05:00 AM
194057,LG Washing Machine,1,600.0,2019-04-08,"967 Forest St, San Francisco, CA 94016",12:49:00 PM
194058,AAA Batteries (4-pack),2,2.99,2019-04-29,"684 Hill St, New York City, NY 10001",09:46:00 AM
194059,USB-C Charging Cable,1,11.95,2019-04-24,"405 Park St, Dallas, TX 75001",09:20:00 AM
194060,Wired Headphones,1,11.99,2019-04-16,"384 12th St, San Francisco, CA 94016",01:30:00 PM
194061,iPhone,1,700,2019-04-14,"209 6th St, Atlanta, GA 30301",08:22:00 PM
194061,Lightning Charging Cable,3,14.95,2019-04-14,"209 6th St, Atlanta, GA 30301",08:22:00 PM
194062,AAA Batteries (4-pack),2,2.99,2019-04-19,"743 Highland St, Boston, MA 02215",07:52:00 PM
194063,27in 4K Gaming Monitor,1,389.99,2019-04-10,"933 Highland St, San Francisco, CA 94016",02:55:00 PM
194064,Apple Airpods Headphones,1,150,2019-04-29,"945 Walnut St, Los Angeles, CA 90001",07:21:00 PM
194065,27in FHD Monitor,1,149.99,2019-04-24,"881 Cherry St, New York City, NY 10001",01:47:00 PM
194066,Lightning Charging Cable,1,14.95,2019-04-09,"165 1st St, Portland, OR 97035",01:16:00 AM
194067,iPhone,1,700,2019-05-01,"291 North St, San Francisco, CA 94016",04:25:00 AM
194068,Apple Airpods Headphones,1,150,2019-04-02,"805 North St, Boston, MA 02215",08:54:00 PM
194069,AA Batteries (4-pack),1,3.84,2019-04-12,"807 Johnson St, Boston, MA 02215",11:33:00 PM
194070,27in FHD Monitor,1,149.99,2019-04-09,"942 Dogwood St, New York City, NY 10001",10:51:00 PM
194071,USB-C Charging Cable,1,11.95,2019-04-14,"568 Washington St, San Francisco, CA 94016",04:55:00 PM
194072,34in Ultrawide Monitor,1,379.99,2019-04-18,"999 Madison St, Seattle, WA 98101",04:41:00 PM
194073,Lightning Charging Cable,2,14.95,2019-04-14,"144 Cherry St, Los Angeles, CA 90001",07:29:00 AM
194074,AA Batteries (4-pack),1,3.84,2019-04-02,"169 Lake St, Boston, MA 02215",04:26:00 PM
194075,AA Batteries (4-pack),1,3.84,2019-04-28,"981 Washington St, San Francisco, CA 94016",07:02:00 PM
194076,Lightning Charging Cable,1,14.95,2019-04-17,"537 Dogwood St, Atlanta, GA 30301",12:57:00 PM
194077,AA Batteries (4-pack),3,3.84,2019-04-11,"620 West St, Dallas, TX 75001",09:46:00 AM
194078,Flatscreen TV,1,300,2019-04-29,"692 Lincoln St, Atlanta, GA 30301",10:11:00 AM
194079,Apple Airpods Headphones,1,150,2019-04-27,"956 Ridge St, Los Angeles, CA 90001",03:12:00 PM
194080,USB-C Charging Cable,2,11.95,2019-04-09,"517 Walnut St, Atlanta, GA 30301",02:08:00 PM
194081,AAA Batteries (4-pack),1,2.99,2019-04-25,"110 Lake St, San Francisco, CA 94016",02:19:00 PM
194082,Bose SoundSport Headphones,1,99.99,2019-04-27,"792 7th St, Boston, MA 02215",01:37:00 PM
194083,USB-C Charging Cable,1,11.95,2019-04-23,"85 1st St, Los Angeles, CA 90001",10:33:00 PM
194084,Apple Airpods Headphones,1,150,2019-04-26,"818 12th St, Boston, MA 02215",10:11:00 PM
194085,Wired Headphones,1,11.99,2019-04-17,"315 12th St, Los Angeles, CA 90001",08:12:00 PM
194086,Google Phone,1,600,2019-04-28,"981 Dogwood St, Los Angeles, CA 90001",08:50:00 AM
194087,USB-C Charging Cable,2,11.95,2019-04-26,"35 13th St, Portland, OR 97035",11:44:00 AM
194088,AAA Batteries (4-pack),2,2.99,2019-04-04,"718 12th St, Austin, TX 73301",06:46:00 PM
194089,USB-C Charging Cable,1,11.95,2019-04-09,"458 11th St, San Francisco, CA 94016",05:15:00 PM
194090,Google Phone,1,600,2019-04-08,"177 Jackson St, Los Angeles, CA 90001",05:11:00 PM
194091,AA Batteries (4-pack),1,3.84,2019-04-15,"311 Forest St, Austin, TX 73301",04:02:00 PM
194092,AAA Batteries (4-pack),2,2.99,2019-04-28,"347 Sunset St, San Francisco, CA 94016",02:36:00 PM
194093,AA Batteries (4-pack),1,3.84,2019-04-14,"835 Lake St, Portland, OR 97035",03:09:00 PM
194094,Lightning Charging Cable,1,14.95,2019-04-18,"354 North St, Boston, MA 02215",11:08:00 AM
236670,Wired Headphones,2,11.99,2019-08-31,"359 Spruce St, Seattle, WA 98101",10:21:00 PM
236671,Bose SoundSport Headphones,1,99.99,2019-08-15,"492 Ridge St, Dallas, TX 75001",03:11:00 PM
236672,iPhone,1,700.0,2019-08-06,"149 7th St, Portland, OR 97035",02:40:00 PM
236673,AA Batteries (4-pack),2,3.84,2019-08-29,"631 2nd St, Los Angeles, CA 90001",08:59:00 PM
236674,AA Batteries (4-pack),2,3.84,2019-08-15,"736 14th St, New York City, NY 10001",07:53:00 PM
236675,Wired Headphones,1,11.99,2019-08-02,"470 Hill St, San Francisco, CA 94016",11:54:00 PM
236676,34in Ultrawide Monitor,1,379.99,2019-08-04,"470 Cherry St, Los Angeles, CA 90001",07:52:00 PM
236677,20in Monitor,1,109.99,2019-08-13,"918 6th St, San Francisco, CA 94016",07:16:00 AM
236678,Wired Headphones,1,11.99,2019-08-25,"58 9th St, San Francisco, CA 94016",08:11:00 PM
236679,Macbook Pro Laptop,1,1700.0,2019-08-07,"239 Spruce St, Los Angeles, CA 90001",03:43:00 PM
236680,LG Washing Machine,1,600.0,2019-08-09,"967 Willow St, San Francisco, CA 94016",07:38:00 PM
236681,AA Batteries (4-pack),1,3.84,2019-08-26,"295 1st St, Boston, MA 02215",08:52:00 PM
236682,AA Batteries (4-pack),1,3.84,2019-08-19,"118 Johnson St, Portland, OR 97035",12:40:00 PM
236683,27in FHD Monitor,1,149.99,2019-08-31,"196 West St, Dallas, TX 75001",03:47:00 PM
236684,Lightning Charging Cable,1,14.95,2019-08-09,"669 12th St, New York City, NY 10001",04:50:00 PM
236685,Apple Airpods Headphones,1,150.0,2019-08-23,"238 Highland St, Atlanta, GA 30301",07:29:00 PM
236686,AAA Batteries (4-pack),1,2.99,2019-08-15,"766 Maple St, Dallas, TX 75001",07:13:00 PM
236687,USB-C Charging Cable,1,11.95,2019-08-23,"668 Meadow St, New York City, NY 10001",12:54:00 PM
236688,34in Ultrawide Monitor,1,379.99,2019-08-08,"821 7th St, Los Angeles, CA 90001",04:06:00 PM
236689,AAA Batteries (4-pack),1,2.99,2019-08-21,"13 Cedar St, San Francisco, CA 94016",10:55:00 AM
236690,AAA Batteries (4-pack),1,2.99,2019-08-08,"139 River St, San Francisco, CA 94016",12:00:00 PM
236691,USB-C Charging Cable,1,11.95,2019-08-23,"916 Meadow St, Boston, MA 02215",07:34:00 AM
236692,USB-C Charging Cable,1,11.95,2019-08-20,"567 Center St, San Francisco, CA 94016",01:26:00 PM
236693,27in 4K Gaming Monitor,1,389.99,2019-08-12,"173 West St, Portland, OR 97035",09:57:00 PM
236694,Apple Airpods Headphones,1,150.0,2019-08-14,"854 Sunset St, New York City, NY 10001",11:45:00 PM
236695,Bose SoundSport Headphones,1,99.99,2019-08-04,"905 Pine St, San Francisco, CA 94016",07:06:00 PM
236696,Lightning Charging Cable,1,14.95,2019-08-21,"530 Church St, New York City, NY 10001",12:48:00 AM
236697,AA Batteries (4-pack),1,3.84,2019-08-25,"246 Willow St, San Francisco, CA 94016",11:13:00 PM
236698,Wired Headphones,1,11.99,2019-08-07,"526 Chestnut St, Dallas, TX 75001",01:40:00 PM
236699,AA Batteries (4-pack),2,3.84,2019-08-20,"763 Hill St, Atlanta, GA 30301",09:07:00 PM
236700,Wired Headphones,1,11.99,2019-08-09,"534 North St, Los Angeles, CA 90001",08:55:00 AM
236701,Apple Airpods Headphones,1,150.0,2019-08-06,"518 Main St, San Francisco, CA 94016",10:36:00 AM
236702,ThinkPad Laptop,1,999.99,2019-08-23,"615 11th St, Dallas, TX 75001",11:10:00 AM
236703,Bose SoundSport Headphones,1,99.99,2019-08-08,"861 Adams St, Atlanta, GA 30301",06:09:00 AM
236704,Flatscreen TV,1,300.0,2019-08-11,"415 Ridge St, San Francisco, CA 94016",08:52:00 AM
236705,AA Batteries (4-pack),3,3.84,2019-08-11,"27 North St, Austin, TX 73301",10:21:00 PM
236706,Google Phone,1,600.0,2019-08-14,"621 North St, San Francisco, CA 94016",02:19:00 PM
236707,AA Batteries (4-pack),2,3.84,2019-08-14,"306 West St, Los Angeles, CA 90001",02:06:00 PM
236708,Apple Airpods Headphones,1,150.0,2019-08-27,"353 Madison St, San Francisco, CA 94016",02:00:00 PM
236709,iPhone,1,700.0,2019-08-04,"869 Jackson St, San Francisco, CA 94016",09:00:00 AM
236710,Macbook Pro Laptop,1,1700.0,2019-08-04,"654 Chestnut St, Austin, TX 73301",02:46:00 AM
236711,Macbook Pro Laptop,1,1700.0,2019-08-28,"627 Lincoln St, Dallas, TX 75001",05:28:00 PM
236712,AA Batteries (4-pack),2,3.84,2019-08-30,"548 Jefferson St, Boston, MA 02215",07:14:00 AM
236713,27in FHD Monitor,1,149.99,2019-08-05,"852 8th St, San Francisco, CA 94016",08:00:00 PM
236714,27in 4K Gaming Monitor,1,389.99,2019-08-30,"194 Dogwood St, Atlanta, GA 30301",09:07:00 AM
236715,27in 4K Gaming Monitor,1,389.99,2019-08-23,"628 Jefferson St, Portland, OR 97035",11:20:00 AM
236716,AA Batteries (4-pack),2,3.84,2019-08-17,"84 Cedar St, San Francisco, CA 94016",08:12:00 PM
236716,USB-C Charging Cable,1,11.95,2019-08-17,"84 Cedar St, San Francisco, CA 94016",08:12:00 PM
236717,Google Phone,1,600.0,2019-08-11,"394 12th St, Atlanta, GA 30301",12:26:00 PM
236718,Apple Airpods Headphones,1,150.0,2019-08-10,"499 7th St, San Francisco, CA 94016",01:48:00 PM
236719,AAA Batteries (4-pack),1,2.99,2019-08-05,"948 2nd St, Atlanta, GA 30301",12:09:00 PM
236720,Apple Airpods Headphones,1,150.0,2019-08-24,"881 10th St, Dallas, TX 75001",04:49:00 PM
236721,Apple Airpods Headphones,1,150.0,2019-08-02,"198 Highland St, Seattle, WA 98101",12:24:00 PM
236722,AAA Batteries (4-pack),2,2.99,2019-08-07,"241 6th St, San Francisco, CA 94016",12:42:00 PM
236723,Apple Airpods Headphones,1,150.0,2019-08-01,"654 Pine St, New York City, NY 10001",06:56:00 PM
236724,Apple Airpods Headphones,1,150.0,2019-08-21,"238 Hickory St, San Francisco, CA 94016",01:08:00 AM
236725,AAA Batteries (4-pack),3,2.99,2019-08-24,"590 Lakeview St, San Francisco, CA 94016",08:15:00 PM
236726,AA Batteries (4-pack),1,3.84,2019-08-29,"434 Church St, Boston, MA 02215",09:25:00 AM
236727,USB-C Charging Cable,1,11.95,2019-08-19,"557 North St, New York City, NY 10001",08:10:00 AM
236728,ThinkPad Laptop,1,999.99,2019-08-10,"526 North St, Portland, ME 04101",11:21:00 AM
236729,iPhone,1,700.0,2019-08-09,"635 Lake St, San Francisco, CA 94016",09:28:00 AM
236729,Apple Airpods Headphones,1,150.0,2019-08-09,"635 Lake St, San Francisco, CA 94016",09:28:00 AM
236730,Google Phone,1,600.0,2019-08-02,"445 Lincoln St, New York City, NY 10001",10:17:00 AM
236730,Wired Headphones,1,11.99,2019-08-02,"445 Lincoln St, New York City, NY 10001",10:17:00 AM
236731,AAA Batteries (4-pack),1,2.99,2019-08-29,"62 Center St, San Francisco, CA 94016",12:40:00 PM
236732,Flatscreen TV,1,300.0,2019-08-09,"328 North St, Dallas, TX 75001",01:35:00 PM
236733,Apple Airpods Headphones,1,150.0,2019-08-08,"467 Hill St, Dallas, TX 75001",10:21:00 AM
236734,AA Batteries (4-pack),2,3.84,2019-08-14,"405 Chestnut St, Dallas, TX 75001",04:52:00 PM
236735,Apple Airpods Headphones,1,150.0,2019-08-18,"599 North St, Boston, MA 02215",10:08:00 PM
236736,Wired Headphones,1,11.99,2019-08-03,"754 Chestnut St, Los Angeles, CA 90001",05:36:00 PM
236737,AA Batteries (4-pack),1,3.84,2019-08-24,"908 Park St, San Francisco, CA 94016",08:51:00 AM
236738,Flatscreen TV,1,300.0,2019-08-30,"672 7th St, New York City, NY 10001",03:07:00 PM
236739,USB-C Charging Cable,1,11.95,2019-08-31,"949 Church St, Boston, MA 02215",12:46:00 PM
236740,USB-C Charging Cable,1,11.95,2019-08-12,"950 13th St, San Francisco, CA 94016",07:30:00 AM
236741,USB-C Charging Cable,1,11.95,2019-08-08,"26 Washington St, Boston, MA 02215",12:39:00 PM
236742,Macbook Pro Laptop,1,1700.0,2019-08-11,"701 1st St, San Francisco, CA 94016",01:47:00 AM
236743,Lightning Charging Cable,1,14.95,2019-08-27,"826 Forest St, Los Angeles, CA 90001",12:55:00 PM
236744,AAA Batteries (4-pack),1,2.99,2019-08-09,"11 Wilson St, Atlanta, GA 30301",08:21:00 PM
236745,AAA Batteries (4-pack),1,2.99,2019-08-17,"850 Ridge St, San Francisco, CA 94016",09:01:00 PM
236746,AAA Batteries (4-pack),2,2.99,2019-08-13,"585 Spruce St, Los Angeles, CA 90001",09:52:00 AM
236747,AAA Batteries (4-pack),1,2.99,2019-08-02,"255 Cherry St, New York City, NY 10001",03:19:00 PM
236748,Bose SoundSport Headphones,1,99.99,2019-08-19,"977 13th St, New York City, NY 10001",04:40:00 PM
236749,AAA Batteries (4-pack),1,2.99,2019-08-30,"498 Johnson St, Austin, TX 73301",08:13:00 PM
236750,Flatscreen TV,1,300.0,2019-08-25,"806 Ridge St, Boston, MA 02215",08:37:00 AM
236751,27in 4K Gaming Monitor,1,389.99,2019-08-03,"534 Washington St, Portland, ME 04101",09:18:00 AM
236752,27in 4K Gaming Monitor,1,389.99,2019-08-27,"765 Lakeview St, Austin, TX 73301",09:41:00 PM
236753,Lightning Charging Cable,1,14.95,2019-08-18,"501 Lakeview St, New York City, NY 10001",07:28:00 PM
236754,Lightning Charging Cable,1,14.95,2019-08-13,"872 Ridge St, Seattle, WA 98101",10:29:00 AM
236755,Wired Headphones,1,11.99,2019-08-19,"902 2nd St, Dallas, TX 75001",01:59:00 PM
236756,AA Batteries (4-pack),1,3.84,2019-08-31,"444 West St, Boston, MA 02215",06:36:00 PM
236757,USB-C Charging Cable,1,11.95,2019-08-07,"969 Spruce St, Seattle, WA 98101",07:28:00 PM
236758,Flatscreen TV,1,300.0,2019-08-18,"155 Hickory St, Los Angeles, CA 90001",01:55:00 PM
236759,Bose SoundSport Headphones,1,99.99,2019-08-27,"848 5th St, New York City, NY 10001",12:09:00 PM
236760,AA Batteries (4-pack),1,3.84,2019-08-29,"35 Spruce St, Boston, MA 02215",05:02:00 PM
236761,27in FHD Monitor,1,149.99,2019-08-19,"148 Chestnut St, San Francisco, CA 94016",09:43:00 PM
236762,AAA Batteries (4-pack),1,2.99,2019-08-16,"632 Cherry St, San Francisco, CA 94016",02:25:00 PM
236763,Apple Airpods Headphones,1,150.0,2019-08-06,"288 Lake St, Seattle, WA 98101",10:23:00 AM
236764,Bose SoundSport Headphones,1,99.99,2019-08-22,"663 Elm St, Boston, MA 02215",03:48:00 PM
236765,Wired Headphones,1,11.99,2019-08-24,"731 10th St, San Francisco, CA 94016",10:48:00 AM
236766,Wired Headphones,1,11.99,2019-08-19,"287 Highland St, Seattle, WA 98101",05:13:00 PM
236767,iPhone,1,700.0,2019-08-09,"41 Adams St, Dallas, TX 75001",01:51:00 PM
236768,AA Batteries (4-pack),2,3.84,2019-08-27,"352 1st St, Portland, OR 97035",10:21:00 AM
236769,AA Batteries (4-pack),1,3.84,2019-08-25,"270 Cherry St, Dallas, TX 75001",01:18:00 PM
236770,Wired Headphones,1,11.99,2019-08-13,"796 Park St, San Francisco, CA 94016",08:46:00 AM
236771,Google Phone,1,600.0,2019-08-07,"942 Elm St, Los Angeles, CA 90001",06:04:00 PM
236772,Apple Airpods Headphones,1,150.0,2019-08-18,"61 Park St, Portland, OR 97035",05:31:00 AM
236773,Apple Airpods Headphones,1,150.0,2019-08-20,"742 Forest St, Austin, TX 73301",08:16:00 PM
236774,AAA Batteries (4-pack),2,2.99,2019-08-13,"634 Pine St, Austin, TX 73301",03:57:00 PM
236775,AAA Batteries (4-pack),2,2.99,2019-08-06,"3 Dogwood St, New York City, NY 10001",08:25:00 AM
236776,Bose SoundSport Headphones,1,99.99,2019-08-25,"729 Washington St, New York City, NY 10001",02:53:00 AM
236777,Lightning Charging Cable,1,14.95,2019-08-29,"61 Park St, New York City, NY 10001",01:25:00 PM
236778,Wired Headphones,1,11.99,2019-08-29,"625 Forest St, Dallas, TX 75001",10:52:00 PM
236779,27in FHD Monitor,1,149.99,2019-08-29,"546 9th St, San Francisco, CA 94016",09:31:00 AM
236780,Lightning Charging Cable,1,14.95,2019-08-18,"890 2nd St, Seattle, WA 98101",06:50:00 PM
236781,27in 4K Gaming Monitor,1,389.99,2019-08-19,"707 Wilson St, Atlanta, GA 30301",06:52:00 AM
236782,USB-C Charging Cable,1,11.95,2019-08-15,"366 Washington St, Boston, MA 02215",04:45:00 PM
236783,AA Batteries (4-pack),2,3.84,2019-08-04,"350 Dogwood St, Boston, MA 02215",10:06:00 AM
236784,AAA Batteries (4-pack),1,2.99,2019-08-29,"501 Maple St, Boston, MA 02215",01:17:00 PM
236785,Apple Airpods Headphones,1,150.0,2019-08-22,"645 North St, Dallas, TX 75001",07:17:00 PM
236786,Lightning Charging Cable,1,14.95,2019-08-06,"307 10th St, San Francisco, CA 94016",08:41:00 AM
236787,AAA Batteries (4-pack),1,2.99,2019-08-27,"195 Wilson St, Boston, MA 02215",02:06:00 PM
236788,iPhone,1,700.0,2019-08-21,"598 13th St, Los Angeles, CA 90001",12:09:00 PM
236789,Lightning Charging Cable,1,14.95,2019-08-21,"377 South St, San Francisco, CA 94016",12:07:00 PM
236790,20in Monitor,2,109.99,2019-08-21,"212 Hill St, San Francisco, CA 94016",09:28:00 PM
236791,27in FHD Monitor,1,149.99,2019-08-06,"26 Jefferson St, Atlanta, GA 30301",05:53:00 PM
236792,Wired Headphones,1,11.99,2019-08-22,"326 Johnson St, New York City, NY 10001",02:38:00 PM
236793,USB-C Charging Cable,1,11.95,2019-08-12,"961 South St, Los Angeles, CA 90001",12:01:00 PM
236794,Wired Headphones,1,11.99,2019-08-05,"588 Pine St, Dallas, TX 75001",05:14:00 PM
236795,AA Batteries (4-pack),4,3.84,2019-08-13,"235 South St, Austin, TX 73301",06:02:00 PM
236796,Wired Headphones,1,11.99,2019-08-15,"623 South St, Atlanta, GA 30301",04:14:00 PM
236797,Google Phone,1,600.0,2019-08-16,"835 12th St, Los Angeles, CA 90001",06:45:00 PM
236798,Lightning Charging Cable,2,14.95,2019-08-19,"614 7th St, Los Angeles, CA 90001",08:59:00 AM
236799,Google Phone,1,600.0,2019-08-01,"309 2nd St, San Francisco, CA 94016",12:38:00 PM
236799,Wired Headphones,1,11.99,2019-08-01,"309 2nd St, San Francisco, CA 94016",12:38:00 PM
236800,Lightning Charging Cable,1,14.95,2019-08-21,"389 Highland St, Boston, MA 02215",03:02:00 PM
236801,USB-C Charging Cable,1,11.95,2019-08-24,"43 Jackson St, Dallas, TX 75001",12:22:00 AM
236802,27in 4K Gaming Monitor,1,389.99,2019-08-01,"668 9th St, Los Angeles, CA 90001",06:43:00 PM
236803,AA Batteries (4-pack),4,3.84,2019-08-25,"124 Forest St, San Francisco, CA 94016",12:36:00 PM
236804,ThinkPad Laptop,1,999.99,2019-08-06,"933 Center St, Los Angeles, CA 90001",11:10:00 PM
236805,USB-C Charging Cable,1,11.95,2019-08-23,"445 10th St, New York City, NY 10001",04:27:00 PM
236806,USB-C Charging Cable,1,11.95,2019-08-06,"828 Madison St, Boston, MA 02215",02:22:00 AM
236807,USB-C Charging Cable,1,11.95,2019-08-27,"962 Highland St, Seattle, WA 98101",08:49:00 PM
236808,AA Batteries (4-pack),1,3.84,2019-08-24,"782 12th St, New York City, NY 10001",08:04:00 AM
236809,Google Phone,1,600.0,2019-08-01,"444 South St, Seattle, WA 98101",08:53:00 PM
236810,Lightning Charging Cable,1,14.95,2019-08-23,"318 10th St, San Francisco, CA 94016",07:47:00 AM
236811,Wired Headphones,1,11.99,2019-08-04,"352 Cherry St, San Francisco, CA 94016",04:44:00 PM
236812,Wired Headphones,1,11.99,2019-08-25,"970 2nd St, Los Angeles, CA 90001",07:48:00 PM
236813,Lightning Charging Cable,1,14.95,2019-08-04,"170 West St, Los Angeles, CA 90001",03:29:00 PM
236814,AAA Batteries (4-pack),2,2.99,2019-08-14,"510 South St, San Francisco, CA 94016",07:24:00 PM
236815,27in FHD Monitor,1,149.99,2019-08-28,"378 Adams St, Portland, ME 04101",05:55:00 PM
236816,USB-C Charging Cable,1,11.95,2019-08-13,"179 Jackson St, New York City, NY 10001",08:45:00 PM
236817,Wired Headphones,1,11.99,2019-08-04,"21 Lake St, Boston, MA 02215",05:09:00 PM
236818,Lightning Charging Cable,1,14.95,2019-08-24,"462 Madison St, Dallas, TX 75001",09:20:00 AM
236819,Apple Airpods Headphones,1,150.0,2019-08-15,"672 1st St, San Francisco, CA 94016",03:37:00 PM
236820,Lightning Charging Cable,1,14.95,2019-08-04,"531 10th St, San Francisco, CA 94016",11:25:00 PM
236821,AA Batteries (4-pack),2,3.84,2019-08-07,"590 11th St, Seattle, WA 98101",11:48:00 AM
236822,27in 4K Gaming Monitor,1,389.99,2019-08-25,"184 Johnson St, San Francisco, CA 94016",10:07:00 AM
236823,AAA Batteries (4-pack),1,2.99,2019-08-22,"861 Hickory St, Los Angeles, CA 90001",06:22:00 AM
236824,Wired Headphones,1,11.99,2019-08-24,"323 11th St, New York City, NY 10001",06:24:00 AM
236825,USB-C Charging Cable,1,11.95,2019-08-01,"988 West St, Los Angeles, CA 90001",12:51:00 PM
236826,20in Monitor,1,109.99,2019-08-06,"636 9th St, Seattle, WA 98101",12:19:00 PM
236827,Lightning Charging Cable,1,14.95,2019-08-30,"9 Center St, Atlanta, GA 30301",09:25:00 PM
236828,Apple Airpods Headphones,1,150.0,2019-08-11,"515 13th St, San Francisco, CA 94016",11:19:00 PM
236829,Vareebadd Phone,1,400.0,2019-08-16,"27 2nd St, Los Angeles, CA 90001",08:51:00 AM
236829,USB-C Charging Cable,1,11.95,2019-08-16,"27 2nd St, Los Angeles, CA 90001",08:51:00 AM
236830,Apple Airpods Headphones,1,150.0,2019-08-10,"581 6th St, Dallas, TX 75001",11:40:00 PM
236831,Wired Headphones,1,11.99,2019-08-24,"115 Lake St, Atlanta, GA 30301",02:47:00 AM
236832,Apple Airpods Headphones,1,150.0,2019-08-09,"479 Adams St, Seattle, WA 98101",09:14:00 PM
236833,Wired Headphones,1,11.99,2019-08-06,"848 7th St, New York City, NY 10001",09:39:00 AM
