reviews	PR
Purchased as a reward for perfect attendance for middle school students. This was just what we (and they) wanted.	34in Ultrawide Monitor
I got this so that I could read books on it that I didn't have an actual book version of. I like it because I am able to take it with me on trips and occupy myself that way. Also, I am able to have my daughter read books on it too. The battery life is great and I have just purchased another one for my fiancé.	Lightning Charging Cable
This is probably the best bank for your buck. Skip a fancy dinner and get the Amazon fire you wont go wrong.	iPhone
This tablet is okay for moderate use. Mine tends to lag while playing games or surfing the internet..	AAA Batteries (4-pack)
Its good for the price. Amazon store is not as huge as Android play store	AAA Batteries (4-pack)
gave as a gift along with the cover. person seemed to like it	AA Batteries (4-pack)
Was attracted by the low price and bought this item spontaneously when strolling at a BestBuy store - perfect ereader / tablet, although an e-ink screen type is more pleasant for your eyes. Nevertheless for short readings it is OK.	Lightning Charging Cable
This was a gift for my daughter. She wanted it to catch up on reading some books. Being able to browse the web was an added plus.	USB-C Charging Cable
At first I thought is was going to be great because of all the apps it had. Late I discover that all of those great apps I felt in love with needed to be purchased and pay a membership. Even though it was good for a first time tablet.	Lightning Charging Cable
Perfect for checking emails. Small, but not too small to watch my favorite shows/movies!! Would highly recommend!!	AA Batteries (4-pack)
This keyboard works as a case as well for your ipad and when attached seems just like a net book...I really like it I think I will end up buying another for the mini ipad...	Macbook Pro Laptop
I love mine so much I bought my grandkids all one.	34in Ultrawide Monitor
I had purchased a tablet for my son as s Christmas gift and he loved it, he let me use it and I loved it, especially since I have problems with my hands. This tablet proved to be the best thing for me. My experience with Best Buy is the best choice I could make on my tablet. The staff is fantastic, they helped me to get the basics down pat, you can add me to your list of return consumers.	AA Batteries (4-pack)
This really isn't a very good tablet by any measure other than bang for your buck. I bought this for about $35 just to kill time on a couple of long flights so I didn't wear out the battery on my phone. I definitely wouldn't recommend using this for reading as the screen resolution is really below average and be tough to look at. I only used it to read some comics and play games on a screen bigger than a phone so I got what I wanted out of it.	AA Batteries (4-pack)
I was looking for a small tablet for the front room to run my Sonos speakers. This works great. Just keep it right next to my chair and don't have to remember my phone or ipad	Apple Airpods Headphones
...browse. Buy a good case as this might slip thru your hands and fall.	27in FHD Monitor
Got Fire tablet as an experiment. It was low cost and very compact but still and edge over my smart phone as far as screen size. Unit has worked flawlessly and has require minimum attention, but does a good job on email and recreational browsing.	Wired Headphones
Bought this as a mothers day gift for mother in law she loves it	Bose SoundSport Headphones
Great price and easy to set up. Already read 4 books on my new fire. Graphics quality is pretty good too.	AAA Batteries (4-pack)
Great product to download movies/TV shows to watch offline.	USB-C Charging Cable
This was purchased for a infant who loves to watch Disney cartoons on YouTube, it works for what it's used for.	Google Phone
I bought this for my mom for Mother's day. It is easy to use and she likes to play games and read books with it. You can do lots more as well. This is a great product for a nice price.	USB-C Charging Cable
This is the third kindle fire that I have purchased so it is obvious that we absolutely love them. Now all three grandsons have one and they are on them constantly. Excellent gift for any age.	27in FHD Monitor
I love this tablet. It is easy to use. With him is very easy to travel	AAA Batteries (4-pack)
This tablet fulfills my needs at a great price! Love it!	AA Batteries (4-pack)
Purchased Amazon Fire 7 from Best Buy because it was on sale and I had rewards points from a previous purchase. The Kindle works great, replace another one that would no longer hold a charge for any length of time.	AA Batteries (4-pack)
Bought for my grandson who is four and he can operate it like a champ	AAA Batteries (4-pack)
Does what I wanted and then more. I would recommend this to others.	USB-C Charging Cable
The Fire is great for me. I do a lot of reading and now have WiFi abilities to get more books directly onto the system.	27in FHD Monitor
Fire is all that I was hoping for and much more...	iPhone
I love my Kindle. It does everything I need it to do and then some.	Lightning Charging Cable
I love this tablet for my daughter. I wanted something inexpensive but quality for her. You couldn't beat the price.	Apple Airpods Headphones
My diss love their tablets. We had tried another brand but Kept having problems. Have not had any probls with these.	Lightning Charging Cable
The Kindle I currently have is pretty nice. I did however have to send my first one back as it stopped working after 17 days. Awesomely though, Best Buy shipped me a new one free of charge even though it was past the 15 day return policy.	iPhone
Bought for a gift, very good for a young child easy to operate	34in Ultrawide Monitor
Great first tablet or just a great tablet in general.	Wired Headphones
Everything I was looking for! My mother needed a larger viewing area than her phone for Internet.	27in 4K Gaming Monitor
My 7 yr old loves it. Easy for him to navigate and understand.	Lightning Charging Cable
I love my PCs and they are in constant use, but my new addition to the family, the Amazon Fire tablet, now provides me the convenience and portability that I'd been previously missing. Every time I pick it up and turn it on I experience something new to explore and use. A real winner!	Lightning Charging Cable
Not too expensive and the kids have their own tablet to do stuff they want to do, just use the parental controls. The quality is pretty good too!	USB-C Charging Cable
It's perfect size to take with you any where. It has great color and the sound can get really loud for it's size. There are a number of games, books, videos, movies and apps that you can get on it.... Some of which are free. You can surf the web and also listen to music on it. My son loves his and my mother-in-law loves hers!	AA Batteries (4-pack)
I like this device a lot. Very good battery life and like the fact this is linked to my Amazon account for books and music.	27in FHD Monitor
Great price. Great product. Best product for the money.	Bose SoundSport Headphones
Have been reviewing this tablet on amazon for some time. Its an extra for us we keep it in the living room.	27in FHD Monitor
My first purpose was to use the tablet for taking photos cuz the boyfriend got a new Samsung. This item was in the right price range and I was not aware BestBuy sold the KINDLE FIRE - and was not aware is does more than download books, too. It is much faster to get online WiFI - much better than a pc. I have pleasantly surprised at the many uses the Fire has. I have found myself playing games on it & normally I do not play any on the PC - so if I am watching tv, I can sit here with inexpensive entertainment. Light weight, easy to carry, quick to use for camera(all kinds of settings-who knew) - Right price. Great for sending and receiving email. I suggest getting a 'stylus' for using with keyboard- and one may adjust the 'font' size for easy reading - Enjoy!	Lightning Charging Cable
I bought this for my 5 year old to watch movies on. It does the job but it takes a while just to get Google Play. They tried to block this feature but you can go youtube on how to add it. Other than that I would never buy this for myself but good enough for a kid for movies.	USB-C Charging Cable
This product really helped my father in law hear and have conversations with his daughter who's voice is a higher pitch.	Lightning Charging Cable
This tablet is ok for a kid. I was expecting more because it's a Fire brand.	Lightning Charging Cable
Tablet is great value. I brought two for my kids and they love it. Later I brought one for myself just to have a light entertainment device on the fly. The resolution on the tablet is good but don't expect the resolution of a Samsung or Apple tablet. I like the Amazon interface because you can download certain movies or shows if your a Amazon prime member. I don't think Amazon prime movies or shows are available on non-Amazon tablets so this increases the value. Some people don't like the fact that the locked screen has advertising I think it's great. It's a clever way to bring a product to the market that is affordable, reliable, and built well.	AA Batteries (4-pack)
I bought this Tablet because it had high reviews, and was at a great price for a first Tablet.	Bose SoundSport Headphones
This tablet works well for me. I use it mainly for checking my email instead of having to log in into my computer all the time. I don't have a smartphone so it is perfect for me.	AAA Batteries (4-pack)
I loved it it was fast and great fun for the kids that cannot put it down	AA Batteries (4-pack)
Purchased this & turned around & within minutes of the purchase & before even leaving the store, found out that it would not do what my granddaughter needed. Unfortunately the clerk in electronics had told us it would & found out at the register by that person after she rang it up, that it would not. Need a little more education, I think...	Macbook Pro Laptop
This is a great tablet, especially if you're a Prime Member. Only drawback is the ads.	Google Phone
I was looking for a product that was affordable and easy to use, this was the perfect product	AAA Batteries (4-pack)
A great tablet for our two youngest kids, at a great price!	AAA Batteries (4-pack)
This tablet is great for kids and maybe some adults too. I got it for my 7 year old niece and she loves it. Perfect for her books and games.	Google Phone
Easy to set up Plays movies from Amazon Prime with no problem Great tablet for the price	AA Batteries (4-pack)
I bought this for my 10-year-old's birthday. It was the perfect price range. It's actually very well suited to a young preteen. He can game and read books without issues.	Macbook Pro Laptop
I just needed something with a front facing camera to allow my grandmother to skype with my son. On sale for $40, a tablet that does that and allows you to stream videos...steal. Technology is a trip.	Apple Airpods Headphones
Love it. Does more than just allow me read can go online	27in 4K Gaming Monitor
Bought this tablet as a birthday gift and the person loved it	AAA Batteries (4-pack)
Good buy for the price. Easy to surf the web a lot of apps in the App Store	34in Ultrawide Monitor
50 buck will get you this ipad wannabe. Is it awesome? Meh. Will it satisfy your urge for a tablet? Maybe... A good gift? Probably	USB-C Charging Cable
Awesome little tablet for the price. My niece loves it and let's her watch her netflix instead of taking over my tv.	Lightning Charging Cable
I love my kindle, it's easy to navigate through the pages and apps. More people friendly than I imagined.	Apple Airpods Headphones
We actually bought these for our summer camp program and the kids love them. They small enough for their hands to carry and they work like a charm. The staff was super helpful.	Bose SoundSport Headphones
It is an ok tablet. As I am using it, I lose my page quite often and have to go back to find it again. Also, I lose internet connection or am unable to connect at all. For the money, I find it acceptable but not ideal.	Lightning Charging Cable
We actually bought these for summer camp and the kids love them and they work like a charm. The staff was a lot of help.	Apple Airpods Headphones
I got this tablet just to try out because it's very inexpensive. I say it's great for basic browsing/shopping. As long as you're not expecting optimal performance, this definitely gets the job done.	AA Batteries (4-pack)
The tablet is okay, I mean it does the job. However, the wifi is really spotty. We even changed the wifi password (based on a YouTube video) to ensure that it works..but it keeps going in and out	iPhone
What a great product! I've never had a tablet before, Very user friendly. Amazed at everything there is on it and all the choices you have that you can apply to it also!	Lightning Charging Cable
We give these out pre-loaded with course material and they are great. With the amount of stuff that we pre-load, printing would be cost prohibitive.	AA Batteries (4-pack)
My Kindle fire hd stopped working and I replaced with this. Works well, the picture isn't as clear as the hd, but for the cheap price it is fine	Apple Airpods Headphones
I bought this in order to read on it while waiting for appointments. I have a larger Samsung which I love but it's bulkier and doesn't fit in my pocketbook. This is the perfect size and battery lasts longer.	Lightning Charging Cable
Great product, would recommend it if you need a low budget tablet.	AA Batteries (4-pack)
My gift to my grandchildren they are on it 24/7 would recommend this, prices have gone down since I first bought my oldest granddaughter hers	Bose SoundSport Headphones
Exelent shoppin, good product, great price, much better than some that cost up to 100 dollars.	Apple Airpods Headphones
This is a nice little unit! Very portable and easy to read, or watch movies except in bright sunlight, it is easy to change the tablet light to not bother others in low light conditions	Lightning Charging Cable
For the price the tablet works well. The biggest issue I've had is the battery life length. The battery seems to not last as long as my previous iPad mini.	Lightning Charging Cable
Purchased this for my mother as a gift. she uses mainly Apple products so there was an adjustment to switch over to Amazon apps. If you aren't familiar with Amazon then this may be an adjustment from Google or Apple. Good for beginners and the price. I liked that there was use for additional storage for a Mini-SD so hopefully I can store movies on there for her.	Macbook Pro Laptop
Got this for my mother in law as a christmas gift she loves it	ThinkPad Laptop
This was a gift for my mother and she loves it. Great price!	Macbook Pro Laptop
I absolutely love this tablet! I love the price compared to other tablets on the market. Plus the display looks great! At first I was a bit skeptical about how it ran, or if it was any good, but I actually read a personal review about The Amazon Fire and it seemed like the person had a great time using it. The article was very helpful to me -- if you want to check it out yourself you can read it here http://www.quikrev.com/fire-tablet-7-display-wi-fi-8-gb-includes-special-offers-black/	Vareebadd Phone
Great for the avid reader. Plenty of storage space and fun for basic internet activities.	Apple Airpods Headphones
My 9 year old and 4 year old sons love this tablet for games and watching Netflix and Hulu. Great size for them. I like the parental controls and easy to monitor their activity and how much time a day they can use it. Was a great price and able to get one each.	Macbook Pro Laptop
My 7 year old daughter loves this tablet for games and watching Netflix and Hulu. Great size for her. I like the parental controls and easy to monitor her activity and how much time a day she can use it.	Apple Airpods Headphones
For $50 you are getting a quality device that is perfect for web browsing and media streaming.	Wired Headphones
price is right easy to read books onlots of apps available	Apple Airpods Headphones
This is a great tablet. This was the best one i got	AA Batteries (4-pack)
I got 4 of these tablets, one for each of the kids, and they LOVE them! I love that I can set time limits on it and that I could set it up that they have to read for 30 min before they can play on them. I also like that there are a ton of apps and books that are free.	LG Washing Machine
I have tried to get it work& still can't get it to work!!	Bose SoundSport Headphones
Nice little tablet. Works well for watching movies and listening to music. Internet use and playing some games can create slow response times.	Google Phone
I picked up this tablet, stacking some discounts and codes while on sale for $33 delivered.	USB-C Charging Cable
The parent said she loved the tablet but her son loves it more. He sleeps with it to keep his siblings from touching it. Best gift ever!!!!	27in FHD Monitor
These are all true and they really are up on your reading or browse the Web with this tablet, which offers access to Amazon Underground, so you can download apps and games and discover exciting new entertainment. Front and rear cameras let you capture memorable moments, love love love.	iPhone
Great clarity for a tablet of this price point. Amazon provides a great operating system making it easy to maneuver and web surf. The only thing lacking is the camera not making it good for skyping or taking pictures in poor light. However given the dollar per value you can't beat it. Attractive looks good fit and finish makes it stand out in a sea of choices!	Apple Airpods Headphones
Ok for a kid tablet the size is good you can okly use there apps	AA Batteries (4-pack)
I can't use until I can get the webroot installed...I tried a geek but they wanted $40 to do it...I only paid that much for the tablet. Print is so small I can barely read it...there is probably an adjustment to font size but I don't want to get online without the webroot protection.	AA Batteries (4-pack)
Great product and fits all my needs. Would definitely recommend this to anyone looking for a tablet for elderly people. They seem to have no problem using it.	Lightning Charging Cable
This is ok for kids but the camera is not bright enough.	20in Monitor
This tablet is well constructed and light weight and is more than I expected. The eReader part of it is the best for reading on a screen because of its blue screen feature.	ThinkPad Laptop
I use his as a second screen to watch videos I've edited in my computer. It's fast enough to play a pretty big video file with no hiccups. However, multitasking is very limited.	20in Monitor
I use my tablet for business and am very satisfied with it. It has excellent resolution and I have not experienced slowness. Good product.	USB-C Charging Cable
Bought this to lay on the coffee table for quick email checks and google searches. If you are looking for something to watch movies on or simple tasks, then it will do ok. Not a daily driver for sure.	Apple Airpods Headphones
I really love my kindle fire. It's my second one. It's convenient and has so many functions.	Flatscreen TV
A great little tablet for the price. Works well. A gift for my wife to read e-books on but surfs the Internet nicely too.	27in FHD Monitor
It's a great product price is right and a good size not bulky,just wish could get Google on it	27in FHD Monitor
Good tablet for reading books and magazines. I like the tablet.	Wired Headphones
I bought this to control devices in my home (i.e. Phillips Hue lights and Harmony logitech remote). It is a great tablet for the price and easy to use.	27in FHD Monitor
It is good for kids. Biggest drawback is the battery life. It doesn't seem to last as long. I wouldn't buy it for general day to day use or for anything more than playing games etc. Get the HD for those reasons.	
Gave as a gift and the individual was excited. I would recommend this for anyone interested in having Wi-Fi.	Google Phone
I bought this for my mom and she loves it. I would reccommend .	AAA Batteries (4-pack)
I love that it has a clear picture and great volume.	USB-C Charging Cable
I bought this for my mom. It works perfectly for Facebook, games and email.	AA Batteries (4-pack)
This tablet worked great for keeping in touch in with my wife's mother up north. Very easy to operate.	AA Batteries (4-pack)
Great online experience. Thanks for making it easy for older people so they can understand what to do. Awesome buy and it was awesome to shop at home. THANKS, Best Buy. Queenie	Flatscreen TV
The tablet is great has a lot of great features like access to kindle books and apps.	Flatscreen TV
I haven't paid much attention to the Fire since the very first one out years back. But recently I purchased an Amazon Echo which I am thoroughly enjoying. And I discovered that my Echo was capable of 'voice casting.' This basically means that whatever Alexa is saying can show up as text or pictures on a screen (recipe or weather map, for example) and you can then print it out! So I wanted to explore voice casting and the easiest way to do that is with an Amazon Fire. What a deal! $50 for the most recent version that boasts all manner of things. I even get free movies! So I purchased a case for the Fire that would work as an easel stand, set it up as a photo frame displaying a rotating series of my digital photos, and whenever I want to I can voice cast from my Amazon Echo! Playing a music album? I can see the album cover and list of songs on my Fire. Checking what's playing at which movie theater when? I can voice cast that info so everyone can see it and vote. And we haven't even talked about using the Fire as an easy go-to for email or games!	USB-C Charging Cable
Great great great great great great great great tablet.	Flatscreen TV
This little device is great. It has a quick set up and easy instructions	AAA Batteries (4-pack)
Can't beat the price on these tablets. They are a wonderful tablet for the money.	Flatscreen TV
great item and at a great price. love using it daily.	iPhone
This is my second kindle fire I have purchased for myself and a family member. Great tablet, easy to use, light weight and a great price.	Lightning Charging Cable
This is my second fire tablet so I knew that this product would do all I needed plus the newer version had some extras like a camera. Works great for me.	Lightning Charging Cable
Thos works great for surfing the web and playing games, lite and compact	20in Monitor
"This is the best 7"" tablet out there for under $50 - perhaps the best tablet for under $100. It is fast and reliable"	AAA Batteries (4-pack)
I love it would recommend it .. Works great and takes really good pic	AAA Batteries (4-pack)
I love this tablet. It's just the perfect gadget for my everyday life.	Google Phone
Good for price, could have bought android tablet but it was no name for the same price. So went with it and my 5 year old really likes it. Just be careful of putting your credit card in. My son charged a bunch of games before I caught it. I thought he was just downloading free apps.	USB-C Charging Cable
It's a gift for my Mother-in-Law and she's very happy with it!	Macbook Pro Laptop
The Amazon Fire is an okay product with a decent OS and a great price. Reccommend it for kids or the elderly.	Bose SoundSport Headphones
I'm learning how to use it as I am new to using a tablet..So far I'm able to do what I want to do on it. I know there is more to learn.	Wired Headphones
Very easy to use. Great for putting music on to use with wireless speaker	Apple Airpods Headphones
Bought it for my mother. Relatively user friendly for someone not too familiar with smart phones and such. She seems to like it although she complains about the speed and size of the screen at times. She also likes the size though since it can easily fit in a medium to large purse. The touch screen is responsive and it has the essentials that she needs. It feels and looks nice. The App Store is ok for simple use. It's a great price for a simple, beginner, or kids tablet. I would probably purchase something more powerful for my own use.	USB-C Charging Cable
I love my new kindle! Purchased on sale for $39.99 which was a great value. Light, compact & super easy to use. A big plus for me was that with this version you can add more memory.	Flatscreen TV
My kids had neither one had a reader or a tablet before. This has been a good choice for them.	Wired Headphones
Still learning but I would like to purchase another one in the near future!!	Bose SoundSport Headphones
I got this for my little niece and she loves it. It's a great value	Lightning Charging Cable
Bought the fire for a reader as a gift. My daughter in laws loves it.	Wired Headphones
Good bang for your buck, as far as a tablet goes, works well camping	Wired Headphones
Kindle I like. This is the fourth one I have bought	27in 4K Gaming Monitor
Bought this for my son for occasional use. Was able to download Google Playstore which greatly expands apps availability. No issues with playing games and watching movies. Screen quality is more than acceptable. A solid performer.	AAA Batteries (4-pack)
I bought it for my mother-in- law. I am her favorite now she loves it	ThinkPad Laptop
would have been nice to have instructions included	AA Batteries (4-pack)
I am happy with this product thus far. I like the size and the screen quality is just okay. I am use to the iPad quality of screen.	USB-C Charging Cable
It work very well my nephew love it this is the second one is brought	Wired Headphones
Fits nicely in my hand. My third Kindle. Granddaughter likes it too.	AA Batteries (4-pack)
Perfect little tablet ., inexpensive and perfect size for what I need..	USB-C Charging Cable
Bought it for my mother in a nursing home, and didn't want to take a chance of an expensive tablet getting stolen. The childproof settings are perfect for the situation to prevent random purchases. The buttons for sending email are too small for someone whose eyesight and manual dexterity aren't perfect. It's a bit slow on response time, but for the cheap price, a minor inconvenience in this situation.	Lightning Charging Cable
Good tablet and reader. It does not have a great battery life, but it is charged quickly.	AAA Batteries (4-pack)
I loved the kindle. But it took one small fall about 3 feet and half of the lcd screen broke. It's ruined I knew to be careful but on the first fall on wood floor???	27in 4K Gaming Monitor
I brought the particular item for my mother in law who is in her late 70s.This tablet is perfect her to play games, in large view and communicate with the grand kids.	Wired Headphones
I purchased this for my wife her old Kindle fire bite the dust. This unit has better contrast and is easier to use. She loves it.	AAA Batteries (4-pack)
"I have owned a few tablets and currently own an iPad and iPhone. I'm invested in the Amazon ecosystem via Kindle e-readers and Fire TV's. This tablet is incredibly affordable and offers acceptable performance but it's heavily restricted if you do not figure out how to install the Google Play store as the Amazon App Store is missing a huge number of ""every day apps"". It's a great extension for Fire TV's and it's certainly a good choice as a primary tablet for kids or parents who don't have an Apple budget. Personally I still find myself reaching for the iPad."	AA Batteries (4-pack)
Bought it for my daughter she reads a lot she had the reader version for years but went blank	AA Batteries (4-pack)
Purchased as a gift for tech-challenged loved one - setup and quick start very simple and straightforward. Ease of loading lots of free library books alone made it well worth the purchase. However, if you have reservations regarding outdoor glare, I'd recommend trying it out first-hand before buying.	Wired Headphones
I bought this for my dad. He had my sister's original Kindle Fire and it died. So for Father's Day, I bought him a new one. He loves it. He loves that it is a tablet and a Kindle in one great bundle!!	34in Ultrawide Monitor
Works great, camera is not the best indoors, works well outdoors	AAA Batteries (4-pack)
Works fine with TWC RR Extreme. Better than a Smart Tv.	USB-C Charging Cable
I bought this for my 71 year old mother and it's great for someone who doesn't do electronics well. I would highly recommend it for books but there is not a lot of storage so be prepared to buy an SD card.	Lightning Charging Cable
Great for the internet... ....Saves my phone battery	USB-C Charging Cable
I love it. I enjoy playing games and reading on it.	Flatscreen TV
Kindle Fire is a decent tablet. The only turn off is the way Amazon has massacred the Android OS and makes it incompatible with chromecast most of the time. It's a great tablet for reading and saving media on the go. Other than the OS, Kindle Fire is a decent buy.	Lightning Charging Cable
Love everything about the tablet! I would recommend this to a friend	iPhone
Great tablet for beginner, especially with wifi function and ebook purposes	AAA Batteries (4-pack)
My Mom wanted a tablet to read on. I bought her the fire and she loves it. It is easy to use and inexpensive	Apple Airpods Headphones
This is a basic tab. I bought this for my sister. You can't really do anything much on this unless you have an amazon account and you have to buy a prime membership which is expensive. But I was still able to use it for games and internet browsing. I had difficulty using it for anything more. Camera was not the best.	Lightning Charging Cable
Exactly what I orederd a great product I have ordered 3 of these from Best Buy.	Lightning Charging Cable
Purchased Blue unit - parenthesis below is error correction for that review since BB does not allow edit. Good bare bones tablet for anyone if that is all you seek. Do not expect the performance of a $400 tablet for $50. I have wifi & bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. This is an amazon based OS, not a traditional android system.... so it is all geared toward amazon advertising/purchasing and will not let you do much unless you register your device with an amazon account, (*which is linked to and displays any saved credit card/payment data associated with your account. Not very private or secure in my opinion.*) All apps must be obtained from their amazon app store, no google play store which is considerably simpler. There are ways around this of course if you know how. One more thing that is important and it is this... After more than a week, I finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. After searching & reading online, it seems there are very many reports of these tablets purchased from any source having this issue. Even read someone who purchased a 5 pack and had several units with dead pixels. Test your new tablet right away after buying on a dark screen. You may be fine but it pays to look. I did not overly use my tablet at first and did not notice right away and though I still have the receipt, I already discarded the packaging. I am at the 14 day point today and could have still returned it otherwise, but honestly for all I use it for I am not overly concerned. Still whether 50 or 400 dollars, a brand new item should be free of defects. Again, so far I find it to be a reliable device if a simple bare bones tablet is all you need.	USB-C Charging Cable
good tablet for the price. only drawback is the limited apps for the fire compared to android tablets	AA Batteries (4-pack)
This kindle was a great price. It is easy to work and great for kids.	AA Batteries (4-pack)
Made a nice Mother's Day gift.......................	Macbook Pro Laptop
Easy to use,access books,love the apps,clear pict.	AAA Batteries (4-pack)
I you're a part of the amazon world - i.e. prime. This is incredible for the price - it just works and you can add memory to the 8gb for bringing along videos if you not on the web.	AAA Batteries (4-pack)
For someone on the go this is ideal for eliminating the hastle of always keeping your phone on a charger. Lasts several days if you have charged it!! Family member goes to school in Canada and always traveling. Ideal for this individual, works phenomenal. Will only take the charger supplied but if an additional is required you may substitute with others out there (ps4) if in a pinch it works.	USB-C Charging Cable
I have no idea why someone would need to pay hundreds for a tablet when they can just get a fire.	Lightning Charging Cable
Great tablet. This is the third Amazon Fire I have purchased. Purchased this for my 4 year old. Got tired of sharing my tablet with her. She has tons of games and watches movies on her tablet. She also takes a lot of pictures. We decided not to get the childrens version as many reviewers stated the parental controls were annoying.	AA Batteries (4-pack)
I bought this for my 7 yo and I highly recommend it. You can set a timer for learning activities they have to meet before they can play games. Easy to use and the size is perfect.	AA Batteries (4-pack)
This tablet is limited in functionality but it gets the job done, especially for the price	Apple Airpods Headphones
Highly recommended to all. Battery is good. A lot of things to do just like any expensive tablet on a cheaper price.	Apple Airpods Headphones
Good bare bones tablet for anyone if that is all you seek. Do not expect the performance of a $400 tablet for $50. I have wifi & bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. This is an amazon based OS, not a traditional android system.... so it is all geared toward amazon advertising and will not let you do much unless you register your device with an amazon account. It even asks for your credit card, but can be removed afterward. All apps must be obtained from their amazon app store, no google play store which is considerably simpler. There are ways around this of course if you know how. One more thing that is important and it is this... After more than a week, I finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. After searching & reading online, it seems there are very many reports of these tablets purchased from any source having this issue. Even read someone who purchased a 5 pack and had several units with dead pixels. Test your new tablet right away after buying on a dark screen. You may be fine but it pays to look. I did not overly use my tablet at first and did not notice right away and though I still have the receipt, I already discarded the packaging. I am at the 14 day point today and could have still returned it otherwise, but honestly for all I use it for I am not overly concerned. Still whether 50 or 400 dollars, a brand new item should be free of defects. Again, so far I find it to be a reliable device if a simple bare bones tablet is all you need.	34in Ultrawide Monitor
Good tablet for the price. Doesn't have great Wi-Fi capabilities but great tablet for on the go and for kids. The 128 MB expansion slot was the selling point. Very happy with it.	27in FHD Monitor
we gave this as a gift to an older person to basically use as an e-reader. so far it has worked great.	Apple Airpods Headphones
Got this for My Mom for downloading books and games, she LOVES it, very easy to set up and use, Great product!!	27in 4K Gaming Monitor
Nice to listen to music and tv anywere in my home.	Bose SoundSport Headphones
Great product for price. Holds its own against many in Higher price range. Love it...	Lightning Charging Cable
Practical and economical ok to use, fast and good for everyday use	Lightning Charging Cable
Will recommend this product.Easy to use, fast and efficient	Wired Headphones
Great bang for your buck. Can also be used for all ages.	ThinkPad Laptop
This particular Kindle Fire is simply great for the price. I use it basically for reading ebooks and web news, emails, and streaming movies, as well as playing a few electronic games. It is so compact and lightweight that I can take it with me pretty much everywhere. I don't really use the camera feature since I have a much better, professional grade camera.	27in FHD Monitor
This is a great deal, especially when on sale for $40. Great for letting my kids watch Netflix on with wifi...	Lightning Charging Cable
The Kindle Fire was a perfect gift for my wife. She has not been a big fan of newer electronics in general and needed something compact, affordable and very easy to use.	AAA Batteries (4-pack)
Its a good tablet for being only 40 bucks usually people have to buy an expensive tablet for it be good.	Bose SoundSport Headphones
Throw it in the backseat for long car rides and you're golden	AAA Batteries (4-pack)
I purchased this for my wife for Mother's Day as the screen on her phone was too small! She thoroughly enjoys it and uses it daily! Just what she wanted and needed!	AAA Batteries (4-pack)
Okay, I think it's okay for a beginner. I would recommend this product too a friend.	Bose SoundSport Headphones
Really good small tablet. Small and very convenient. Great visual quality.	Apple Airpods Headphones
very easy to use,and also easy to handle, portable,with a news app. very informative! I would raccomend this tablet to anyone that craves portability. great also for prime members.	Wired Headphones
This item makes a great gift. It's small and very affordable compared to other 7 inch tablets. Navigating the tablet and closing apps are a bit of a learning curve.	Wired Headphones
Very good. My grandson uses it on a daily basis. It is fantastic	AA Batteries (4-pack)
The kindle fire is great. I bought one for my husband when the old kindle quite working, then I bought one for my daughter to replace the iPod she lost. She loves it. I love that you can add extra storage with a mini SD card (something you cannot do on apple devices).	Lightning Charging Cable
I wanted a replacement comparable to my original, and this filled the bill.	AAA Batteries (4-pack)
Snagged it on sale for $39.95. Then got another discount from accumulated BB points. It's not HD, but I don't find that necessary on a small screen. I like the form factor, fits into coat or jacket pocket. Amazon app store lacks the number of apps of Google store but there are easy ways to install Google apps store. While you can use it for productivity tasks with a compatible keyboard I bought it for my wife to watch youtube and netflix shows on a bigger screen than her iphone. Its wireless signal pickup distance is a bit weak, but the ability to add storage via micro SD is nice. Even at $50 it is a good buy for what it is.	Bose SoundSport Headphones
Bought for my kids. They each have one and love them.	USB-C Charging Cable
Great affordable device but does not have allow for android market app downloads and is basically good for simple browsing and games.	Lightning Charging Cable
Battery life great, cameras + touring aps + music aps + radio AP make this a great addition to my Honda Valkyrie for road trips.	Wired Headphones
I love it for reading but, it has issues when searching the Internet at times.	Wired Headphones
Good for the kids or the adult who just needs something for travel.	AAA Batteries (4-pack)
I like what I've done so far. I am pleased with it.easy to use and read.	Macbook Pro Laptop
Bought it for my 14 year old daughter who is autistic. She had no problems figuring out how to work the tablet. She's on it everyday!	AA Batteries (4-pack)
I bought this for my mom because it is easy to use and she is able to play her games and and keep in contact with her friends and family with social media	USB-C Charging Cable
It's small but gets the job done, I love it cause it fits right in my purse. It holds a charge for days when not in use	27in 4K Gaming Monitor
She loves the size and how easy it is to learn. I only wish they had more options for cases.	Apple Airpods Headphones
Very Good Tablet, I bough one for every one of my kids, also I gave one to my friend on his Birthday, is pretty fast and also you can install a MircoSD card in order to increase the capacity to download more games & applications.	USB-C Charging Cable
I bought this tablet for my 1.5 years old little sister. I downloaded youtube apps and kids apps on this tablet. She really likes it. Overall very good tablet for beginners in reasonable price.	Wired Headphones
Too slow for me. You tube don't work sometimes. Able to download some books from amazon prime.	AA Batteries (4-pack)
It started cutting off and on by itself!!! Its like it had a mind of its own!!!	AAA Batteries (4-pack)
I think this is a great tablet. I bought 3 of them. You can't beat this for the price.	Lightning Charging Cable
